,bonusPointsEarned,bonusPointsEarnedReason,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent,user_id,receipt_id,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,purchaseDate
175,,,,0.0,REJECTED,0.0,5ff8da28b3348b11c9337ac6,5ff8da570a720f05c5000015,2021-01-08 22:19:03.000000000,2021-01-08 22:19:03.000000000,,2021-01-08 22:19:04.000000000,,
176,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,8.0,FINISHED,23.0,5ff873d304929111f6e91096,5ff873d40a720f0523000644,2021-01-08 15:01:40.000000000,2021-01-08 15:01:40.000000000,2021-01-08 15:01:44.000000000,2021-01-08 15:01:48.000000000,2021-01-08 15:01:44.000000000,2021-01-08 00:00:00.000000000
177,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",600.0,1.0,FINISHED,10.0,5ff8c330b3348b11c9337a04,5ff8c3a20a7214adca000005,2021-01-08 20:42:10.000000000,2021-01-08 20:42:10.000000000,2021-01-08 20:43:03.000000000,2021-01-08 20:43:03.000000000,2021-01-08 20:43:03.000000000,2021-01-01 00:00:00.000000000
178,5.0,All-receipts receipt bonus,1005.0,2.0,FINISHED,1.0,5ff8da28b3348b11c9337ac6,5ff8da550a720f05c5000014,2021-01-08 22:19:01.000000000,2021-01-08 22:19:01.000000000,2021-01-08 22:19:06.000000000,2021-01-08 22:19:06.000000000,2021-01-08 22:19:01.000000000,2021-01-07 22:19:01.000000000
179,,,,0.0,FLAGGED,0.0,5ff8da7db3348b11c9337b6a,5ff8da7d0a720f05c500001c,2021-01-08 22:19:41.000000000,2021-01-08 22:19:41.000000000,,2021-01-08 22:19:41.000000000,,
180,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,3.09,5ffc98b604929111f6e923f5,5ffc98b70a720f05c500003d,2021-01-11 08:28:07.000000000,2021-01-11 08:28:07.000000000,2021-01-11 13:28:10.000000000,2021-01-11 13:28:10.000000000,2021-01-11 13:28:10.000000000,2021-01-10 14:00:00.000000000
181,,,100.0,1.0,FINISHED,10.0,5ffcb47d04929111f6e9256c,5ffcb4d40a7214ad4e000017,2021-01-11 20:28:04.000000000,2021-01-11 20:28:04.000000000,2021-01-11 20:28:05.000000000,2021-01-11 20:28:05.000000000,2021-01-11 20:28:05.000000000,2021-01-04 00:00:00.000000000
182,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",150.0,1.0,FINISHED,20.0,5ffc8ff9b3348b11c9338896,5ffc8ffc0a720f05c5000036,2021-01-11 17:50:52.000000000,2021-01-11 17:50:52.000000000,2021-01-11 17:50:52.000000000,2021-01-11 17:50:57.000000000,2021-01-11 17:50:52.000000000,2021-01-11 00:00:00.000000000
183,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.0,5ffc9d8cb3348b11c9338927,5ffc9d8c0a7214adca000049,2021-01-11 18:48:44.000000000,2021-01-11 18:48:44.000000000,,2021-01-11 18:48:45.000000000,2021-01-11 18:48:45.000000000,2021-01-10 18:48:44.000000000
184,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,21.0,5ffc9da0b3348b11c9338951,5ffc9da40a7214adca000050,2021-01-11 18:49:08.000000000,2021-01-11 18:49:08.000000000,2021-01-11 18:49:08.000000000,2021-01-11 18:49:13.000000000,2021-01-11 18:49:08.000000000,2021-01-11 00:00:00.000000000
185,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",350.0,1.0,FINISHED,10.0,5ffc9d87b3348b11c9338920,5ffc9daa0a7214adca000054,2021-01-11 18:49:14.000000000,2021-01-11 18:49:14.000000000,2021-01-11 18:49:15.000000000,2021-01-11 18:49:15.000000000,2021-01-11 18:49:15.000000000,2021-01-04 00:00:00.000000000
186,,,0.0,1.0,FINISHED,3.09,5ffc8cc104929111f6e922a3,5ffc8cc20a720f05c5000026,2021-01-11 07:37:06.000000000,2021-01-11 07:37:06.000000000,2021-01-11 12:38:01.000000000,2021-01-11 12:38:01.000000000,,2021-01-10 14:00:00.000000000
187,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,4.0,FINISHED,21.0,5ffc9da0b3348b11c9338951,5ffc9da10a720f05c5000043,2021-01-11 18:49:05.000000000,2021-01-11 18:49:05.000000000,2021-01-11 18:49:05.000000000,2021-01-11 18:49:10.000000000,2021-01-11 18:49:05.000000000,2021-01-11 00:00:00.000000000
188,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,22.0,5ffcb4b9b3348b11c9338ae7,5ffcb4b90a720f051500000c,2021-01-11 20:27:37.000000000,2021-01-11 20:27:37.000000000,2021-01-11 20:27:38.000000000,2021-01-11 20:27:42.000000000,2021-01-11 20:27:38.000000000,2021-01-11 00:00:00.000000000
189,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,3.09,5ffca2f3b3348b11c9338a10,5ffca2f30a720f05c5000054,2021-01-11 09:11:47.000000000,2021-01-11 09:11:47.000000000,2021-01-11 14:11:50.000000000,2021-01-11 14:11:50.000000000,2021-01-11 14:11:50.000000000,2021-01-10 14:00:00.000000000
190,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",8950.0,10.0,FLAGGED,290.0,5ffcb47d04929111f6e9256c,5ffcb4900a720f0515000002,2021-01-11 20:26:56.000000000,2021-01-11 20:26:56.000000000,,2021-01-11 20:26:57.000000000,,2021-02-11 20:26:56.000000000
191,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,2.0,FINISHED,1.0,5ffc8f9704929111f6e922bf,5ffc8fa40a720f05c5000028,2021-01-11 17:49:24.000000000,2021-01-11 17:49:24.000000000,2021-01-11 17:49:30.000000000,2021-01-11 17:49:30.000000000,2021-01-11 17:49:24.000000000,2021-01-10 17:49:24.000000000
192,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,3.09,5ffc92a104929111f6e923cb,5ffc92a20a7214adca000046,2021-01-11 08:02:10.000000000,2021-01-11 08:02:10.000000000,2021-01-11 13:02:19.000000000,2021-01-11 13:02:19.000000000,2021-01-11 13:02:19.000000000,2021-01-10 14:00:00.000000000
193,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,5ffc8fe80a720f05c5000031,2021-01-11 17:50:32.000000000,2021-01-11 17:50:32.000000000,2021-01-11 17:50:33.000000000,2021-01-11 17:50:33.000000000,2021-01-11 17:50:33.000000000,2021-01-10 17:50:31.000000000
194,500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",500.0,4.0,FINISHED,27.0,5ffc9da0b3348b11c9338951,5ffc9da10a7214adca00004d,2021-01-11 18:49:05.000000000,2021-01-11 18:49:05.000000000,2021-01-11 18:49:06.000000000,2021-01-11 18:49:10.000000000,2021-01-11 18:49:06.000000000,2021-01-11 00:00:00.000000000
195,,,,3.0,REJECTED,3.0,5ffc9d87b3348b11c9338920,5ffc9dc60a7214adca00005a,2021-01-11 18:49:42.000000000,2021-01-11 18:49:42.000000000,,2021-01-11 18:49:43.000000000,,2017-10-30 00:00:00.000000000
196,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,FLAGGED,1.0,5ffcb48d04929111f6e92594,5ffcb48d0a7214ad4e000002,2021-01-11 20:26:53.000000000,2021-01-11 20:26:53.000000000,,2021-01-11 20:26:55.000000000,2021-01-11 20:26:55.000000000,2021-01-10 20:26:53.000000000
197,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",300.0,4.0,FINISHED,29.0,5ffc9da0b3348b11c9338951,5ffc9da20a7214adca00004e,2021-01-11 18:49:06.000000000,2021-01-11 18:49:06.000000000,2021-01-11 18:49:07.000000000,2021-01-11 18:49:11.000000000,2021-01-11 18:49:07.000000000,2021-01-11 00:00:00.000000000
198,5.0,All-receipts receipt bonus,5.0,1.0,FINISHED,2.23,5ffc8f9704929111f6e922bf,5ffc8fa90a720f05c500002a,2021-01-11 17:49:29.000000000,2021-01-11 17:49:29.000000000,2021-01-11 17:49:30.000000000,2021-01-11 17:49:30.000000000,2021-01-11 17:49:30.000000000,2021-01-11 17:49:29.000000000
199,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FLAGGED,1.0,5ffc9d87b3348b11c9338920,5ffc9dd00a720f05c5000051,2021-01-11 18:49:52.000000000,2021-01-11 18:49:52.000000000,,2021-01-11 18:49:52.000000000,,2021-01-10 18:49:52.000000000
200,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.0,5ffcb47d04929111f6e9256c,5ffcb4ad0a720f0515000009,2021-01-11 20:27:25.000000000,2021-01-11 20:27:25.000000000,2021-01-11 20:27:30.000000000,2021-01-11 20:27:30.000000000,2021-01-11 20:27:25.000000000,2021-01-10 20:27:25.000000000
201,5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,20.0,5ffcb4bc04929111f6e92608,5ffcb4c10a7214ad4e000014,2021-01-11 20:27:45.000000000,2021-01-11 20:27:45.000000000,2021-01-11 20:27:45.000000000,2021-01-11 20:27:50.000000000,2021-01-11 20:27:45.000000000,2021-01-11 00:00:00.000000000
202,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,2.0,FINISHED,26.0,5ffc9d9d04929111f6e9244f,5ffc9d9d0a720f05c5000042,2021-01-11 18:49:01.000000000,2021-01-11 18:49:01.000000000,2021-01-11 18:49:02.000000000,2021-01-11 18:49:06.000000000,2021-01-11 18:49:02.000000000,2021-01-11 00:00:00.000000000
203,5.0,All-receipts receipt bonus,5.0,1.0,REJECTED,10.0,5ffc9d9cb3348b11c933893f,5ffc9d9c0a7214adca00004b,2021-01-11 18:49:00.000000000,2021-01-11 18:49:00.000000000,,2021-01-11 18:49:05.000000000,,2021-01-11 00:00:00.000000000
204,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,2.0,FINISHED,1.0,5ffc8f9704929111f6e922bf,5ffc8fa10a7214adca00002e,2021-01-11 17:49:21.000000000,2021-01-11 17:49:21.000000000,2021-01-11 17:49:28.000000000,2021-01-11 17:49:28.000000000,2021-01-11 17:49:21.000000000,2021-01-10 17:49:21.000000000
205,,,100.0,1.0,FINISHED,10.0,5ffcb47d04929111f6e9256c,5ffcb4c90a7214ad4e000016,2021-01-11 20:27:53.000000000,2021-01-11 20:27:53.000000000,2021-01-11 20:27:54.000000000,2021-01-11 20:27:54.000000000,2021-01-11 20:27:53.000000000,2021-01-04 00:00:00.000000000
206,,,0.0,1.0,FINISHED,3.09,5ffc8cb304929111f6e9229d,5ffc8cb40a720f05c5000025,2021-01-11 07:36:52.000000000,2021-01-11 07:36:52.000000000,2021-01-11 12:36:56.000000000,2021-01-11 12:36:56.000000000,,2021-01-10 14:00:00.000000000
207,5.0,All-receipts receipt bonus,5.0,1.0,REJECTED,10.0,5ffcb4b8b3348b11c9338ae1,5ffcb4b80a7214ad4e00000d,2021-01-11 20:27:36.000000000,2021-01-11 20:27:36.000000000,,2021-01-11 20:27:41.000000000,,2021-01-11 00:00:00.000000000
208,100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",100.0,2.0,FINISHED,1.0,5ffcb47d04929111f6e9256c,5ffcb4a20a720f0515000006,2021-01-11 20:27:14.000000000,2021-01-11 20:27:14.000000000,2021-01-11 20:27:19.000000000,2021-01-11 20:27:19.000000000,2021-01-11 20:27:14.000000000,2021-01-10 20:27:14.000000000
209,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",885.0,2.0,FINISHED,2.0,5ffc8f9704929111f6e922bf,5ffc8f990a7214adca00002d,2021-01-11 17:49:13.000000000,2021-01-11 17:49:13.000000000,2021-01-11 17:49:18.000000000,2021-01-11 17:49:18.000000000,2021-01-11 17:49:18.000000000,2021-01-10 17:49:13.000000000
210,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1cbe0a7214ad28002843,2021-01-12 22:03:42.000000000,2021-01-12 22:03:42.000000000,2021-01-12 22:03:42.000000000,2021-01-12 22:03:42.000000000,,2021-01-12 00:00:00.000000000
211,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffce7db0a720f051500236e,2021-01-12 00:05:47.000000000,2021-01-12 00:05:47.000000000,2021-01-12 00:05:49.000000000,2021-01-12 00:05:47.000000000,,2021-01-12 00:00:00.000000000
212,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8570a7214ad4e003e6f,2021-01-12 00:07:51.000000000,2021-01-12 00:07:51.000000000,,2021-01-12 00:07:51.000000000,,
213,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffce8310a7214ad4e003797,2021-01-12 00:07:13.000000000,2021-01-12 00:07:13.000000000,2021-01-12 00:07:14.000000000,2021-01-12 00:07:13.000000000,,2021-01-12 00:00:00.000000000
214,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe19d90a7214ad28000e62,2021-01-12 21:51:21.000000000,2021-01-12 21:51:21.000000000,2021-01-12 21:51:21.000000000,2021-01-12 21:51:21.000000000,,2021-01-12 00:00:00.000000000
215,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1d030a720f05ac002c9e,2021-01-12 22:04:51.000000000,2021-01-12 22:04:51.000000000,2021-01-12 22:04:51.000000000,2021-01-12 22:04:51.000000000,,2021-01-12 00:00:00.000000000
216,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8250a7214ad4e0034de,2021-01-12 00:07:00.000000000,2021-01-12 00:07:00.000000000,,2021-01-12 00:07:00.000000000,,
217,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffcefb00a720f0515005e8d,2021-01-12 00:39:12.000000000,2021-01-12 00:39:12.000000000,,2021-01-12 00:39:12.000000000,,
218,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffce76e0a720f0515000b48,2021-01-12 00:03:58.000000000,2021-01-12 00:03:58.000000000,2021-01-12 00:04:00.000000000,2021-01-12 00:03:58.000000000,,2021-01-12 00:00:00.000000000
219,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe23560a720f05ac006874,2021-01-12 22:31:50.000000000,2021-01-12 22:31:50.000000000,2021-01-12 22:31:50.000000000,2021-01-12 22:31:50.000000000,,2021-01-12 00:00:00.000000000
220,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe22a20a720f05ac0061d7,2021-01-12 22:28:50.000000000,2021-01-12 22:28:50.000000000,2021-01-12 22:28:50.000000000,2021-01-12 22:28:50.000000000,,2021-01-12 00:00:00.000000000
221,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1dc20a7214ad28003180,2021-01-12 22:08:02.000000000,2021-01-12 22:08:02.000000000,2021-01-12 22:08:03.000000000,2021-01-12 22:08:02.000000000,,2021-01-12 00:00:00.000000000
222,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce88b0a7214ad4e004b22,2021-01-12 00:08:42.000000000,2021-01-12 00:08:42.000000000,,2021-01-12 00:08:42.000000000,,
223,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce7a70a720f05150016b0,2021-01-12 00:04:55.000000000,2021-01-12 00:04:55.000000000,,2021-01-12 00:04:55.000000000,,
224,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1aa90a7214ad280015e8,2021-01-12 21:54:49.000000000,2021-01-12 21:54:49.000000000,2021-01-12 21:54:49.000000000,2021-01-12 21:54:49.000000000,,2021-01-12 00:00:00.000000000
225,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffcef5a0a720f0515004f1a,2021-01-12 00:37:46.000000000,2021-01-12 00:37:46.000000000,2021-01-12 00:37:46.000000000,2021-01-12 00:37:46.000000000,,2021-01-12 00:00:00.000000000
226,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe23d70a7214ad280068f6,2021-01-12 22:33:59.000000000,2021-01-12 22:33:59.000000000,2021-01-12 22:33:59.000000000,2021-01-12 22:33:59.000000000,,2021-01-12 00:00:00.000000000
227,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe18b10a7214ad280003d1,2021-01-12 21:46:25.000000000,2021-01-12 21:46:25.000000000,2021-01-12 21:46:25.000000000,2021-01-12 21:46:25.000000000,,2021-01-12 00:00:00.000000000
228,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffcef630a720f05150050ae,2021-01-12 00:37:55.000000000,2021-01-12 00:37:55.000000000,2021-01-12 00:37:55.000000000,2021-01-12 00:37:55.000000000,,2021-01-12 00:00:00.000000000
229,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce7ae0a7214ad4e001851,2021-01-12 00:05:01.000000000,2021-01-12 00:05:01.000000000,,2021-01-12 00:05:01.000000000,,
230,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8150a7214ad4e0030a3,2021-01-12 00:06:44.000000000,2021-01-12 00:06:44.000000000,,2021-01-12 00:06:44.000000000,,
231,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe20290a720f05ac004a84,2021-01-12 22:18:17.000000000,2021-01-12 22:18:17.000000000,2021-01-12 22:18:17.000000000,2021-01-12 22:18:17.000000000,,2021-01-12 00:00:00.000000000
232,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1c520a7214ad2800245c,2021-01-12 22:01:54.000000000,2021-01-12 22:01:54.000000000,2021-01-12 22:01:54.000000000,2021-01-12 22:01:54.000000000,,2021-01-12 00:00:00.000000000
233,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1b630a7214ad28001c79,2021-01-12 21:57:55.000000000,2021-01-12 21:57:55.000000000,2021-01-12 21:57:55.000000000,2021-01-12 21:57:55.000000000,,2021-01-12 00:00:00.000000000
234,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8250a720f0515003510,2021-01-12 00:07:01.000000000,2021-01-12 00:07:01.000000000,,2021-01-12 00:07:01.000000000,,
235,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe1fa40a7214ad2800427f,2021-01-12 22:16:04.000000000,2021-01-12 22:16:04.000000000,2021-01-12 22:16:04.000000000,2021-01-12 22:16:04.000000000,,2021-01-12 00:00:00.000000000
236,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce78c0a7214ad4e001045,2021-01-12 00:04:27.000000000,2021-01-12 00:04:27.000000000,,2021-01-12 00:04:27.000000000,,
237,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffe23cf0a720f05ac006cc2,2021-01-12 22:33:51.000000000,2021-01-12 22:33:51.000000000,2021-01-12 22:33:51.000000000,2021-01-12 22:33:51.000000000,,2021-01-12 00:00:00.000000000
238,,,,,PENDING,28.57,59c124bae4b0299e55b0f330,5ffcef570a720f0515004e91,2021-01-12 00:37:43.000000000,2021-01-12 00:37:43.000000000,2021-01-12 00:37:43.000000000,2021-01-12 00:37:43.000000000,,2021-01-12 00:00:00.000000000
239,,,,,SUBMITTED,,59c124bae4b0299e55b0f330,5ffce8000a7214ad4e002b57,2021-01-12 00:06:22.000000000,2021-01-12 00:06:22.000000000,,2021-01-12 00:06:22.000000000,,
240,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,29.0,5fff26bfb3348b03eb45bb32,5fff26c20a7214ad4c00000a,2021-01-13 16:58:42.000000000,2021-01-13 16:58:42.000000000,2021-01-13 16:58:43.000000000,2021-01-13 16:58:48.000000000,2021-01-13 16:58:43.000000000,2021-01-13 00:00:00.000000000
241,5.0,All-receipts receipt bonus,55.0,1.0,FINISHED,0.99,5fff0f4fb3348b03eb45abb0,5fff0f630a7214ad28006e2d,2021-01-13 15:18:59.000000000,2021-01-13 15:18:59.000000000,2021-01-13 15:19:00.000000000,2021-01-13 15:19:00.000000000,2021-01-13 15:19:00.000000000,2021-01-13 15:18:59.000000000
242,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,54943462e4b07e684157a532,5fff56370a720f05f3000033,2021-01-13 20:21:11.000000000,2021-01-13 20:21:11.000000000,2021-01-13 20:21:12.000000000,2021-01-13 20:21:12.000000000,2021-01-13 20:21:12.000000000,2021-01-12 20:21:11.000000000
243,,,800.0,9.0,FINISHED,89.91,5fff4beedf9ace121f0c17ea,5fff4ca00a7214ad4c000029,2021-01-13 19:40:16.000000000,2021-01-13 19:40:16.000000000,2021-01-13 19:40:17.000000000,2021-01-13 19:40:17.000000000,2021-01-13 19:40:17.000000000,2021-01-12 19:40:16.000000000
244,25.0,COMPLETE_NONPARTNER_RECEIPT,25.0,1.0,FINISHED,1.0,5fff2698b3348b03eb45bb10,5fff26ee0a720f05f300001a,2021-01-13 16:59:26.000000000,2021-01-13 16:59:26.000000000,2021-01-13 16:59:26.000000000,2021-01-13 16:59:26.000000000,2021-01-13 16:59:26.000000000,2021-02-13 16:59:26.000000000
245,,,250.0,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c910a720f05f3000026,2021-01-13 19:40:01.000000000,2021-01-13 19:40:01.000000000,2021-01-13 19:40:02.000000000,2021-01-13 19:40:02.000000000,2021-01-13 19:40:02.000000000,2020-12-30 00:00:00.000000000
246,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,1.0,REJECTED,2.29,5ffe115404929101d0aaebb2,5ffe17e20a720f05ac0000e7,2021-01-12 21:42:58.000000000,2021-01-12 21:42:58.000000000,,2021-01-13 16:00:54.000000000,,2021-01-12 00:00:00.000000000
247,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1750.0,1.0,FINISHED,10.0,5fff561abd4dff11dda8fa2b,5fff561b0a720f05f300002e,2021-01-13 20:20:43.000000000,2021-01-13 20:20:43.000000000,2021-01-13 20:20:45.000000000,2021-01-13 20:20:45.000000000,2021-01-13 20:20:45.000000000,2021-01-13 20:20:43.000000000
248,5.0,All-receipts receipt bonus,2005.0,1.0,FLAGGED,1.0,5fff2698b3348b03eb45bb10,5fff26fd0a720f05f300001d,2021-01-13 16:59:41.000000000,2021-01-13 16:59:41.000000000,,2021-01-13 16:59:41.000000000,2021-01-13 16:59:41.000000000,2021-01-12 16:59:41.000000000
249,25.0,COMPLETE_NONPARTNER_RECEIPT,35.0,1.0,FINISHED,1.0,5fff2698b3348b03eb45bb10,5fff26fb0a7214ad4c000019,2021-01-13 16:59:39.000000000,2021-01-13 16:59:39.000000000,2021-01-13 16:59:41.000000000,2021-01-13 16:59:45.000000000,2021-01-13 16:59:41.000000000,2021-01-12 16:59:39.000000000
250,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,5fff55dabd4dff11dda8f5f1,5fff564a0a7214ad4c000030,2021-01-13 20:21:30.000000000,2021-01-13 20:21:30.000000000,2021-01-13 20:21:30.000000000,2021-01-13 20:21:30.000000000,2021-01-13 20:21:30.000000000,2021-01-12 20:21:30.000000000
251,45.0,COMPLETE_PARTNER_RECEIPT,50.0,1.0,FINISHED,1.0,5fff4beedf9ace121f0c17ea,5fff4c8e0a720f05f3000025,2021-01-13 19:39:58.000000000,2021-01-13 19:39:58.000000000,2021-01-13 19:39:58.000000000,2021-01-13 19:39:58.000000000,2021-01-13 19:39:58.000000000,2021-01-12 19:39:58.000000000
252,250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",250.0,1.0,FINISHED,10.0,5fff4beedf9ace121f0c17ea,5fff4c810a720f05f3000023,2021-01-13 19:39:45.000000000,2021-01-13 19:39:45.000000000,2021-01-13 19:39:46.000000000,2021-01-13 19:39:46.000000000,2021-01-13 19:39:46.000000000,2021-01-12 19:39:45.000000000
253,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8a0a7214ad4c000025,2021-01-13 19:39:54.000000000,2021-01-13 19:39:54.000000000,2021-01-13 19:39:55.000000000,2021-01-13 19:39:55.000000000,2021-01-13 19:39:55.000000000,2021-01-10 06:00:00.000000000
254,5.0,All-receipts receipt bonus,5.0,5.0,FINISHED,49.95,5fff4beedf9ace121f0c17ea,5fff4c8c0a7214ad4c000026,2021-01-13 19:39:56.000000000,2021-01-13 19:39:56.000000000,2021-01-13 19:39:57.000000000,2021-01-13 19:39:57.000000000,2021-01-13 19:39:57.000000000,2021-01-02 06:00:00.000000000
255,,,250.0,5.0,FINISHED,49.95,5fff55dabd4dff11dda8f5f1,5fff564d0a720f05f3000038,2021-01-13 20:21:33.000000000,2021-01-13 20:21:33.000000000,2021-01-13 20:21:33.000000000,2021-01-13 20:21:33.000000000,2021-01-13 20:21:33.000000000,2021-01-10 06:00:00.000000000
256,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",295.0,2.0,FINISHED,2.0,5fff2698b3348b03eb45bb10,5fff26cb0a7214ad4c00000e,2021-01-13 16:58:51.000000000,2021-01-13 16:58:51.000000000,2021-01-13 16:58:53.000000000,2021-01-13 16:58:53.000000000,2021-01-13 16:58:53.000000000,2021-01-12 16:58:51.000000000
257,45.0,COMPLETE_PARTNER_RECEIPT,100.0,1.0,FINISHED,0.99,5fff4beedf9ace121f0c17ea,5fff4ca90a720f05f300002a,2021-01-13 19:40:25.000000000,2021-01-13 19:40:25.000000000,2021-01-13 19:40:26.000000000,2021-01-13 19:40:26.000000000,2021-01-13 19:40:26.000000000,2021-01-13 19:40:25.000000000
258,5.0,All-receipts receipt bonus,305.0,1.0,FINISHED,1.0,5fff0f4fb3348b03eb45abb0,5fff0f8c0a7214ad28006e32,2021-01-13 15:19:40.000000000,2021-01-13 15:19:40.000000000,2021-01-13 15:19:40.000000000,2021-01-13 15:19:40.000000000,2021-01-13 15:19:40.000000000,2021-01-12 15:19:40.000000000
259,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",750.0,5.0,FINISHED,50.0,5fff2698b3348b03eb45bb10,5fff26990a720f05f300000b,2021-01-13 16:58:01.000000000,2021-01-13 16:58:01.000000000,2021-01-13 17:13:04.000000000,2021-01-13 17:13:04.000000000,2021-01-13 16:58:04.000000000,2021-01-12 00:00:00.000000000
260,5.0,All-receipts receipt bonus,5.0,3.0,FINISHED,22.0,5fff26bfb3348b03eb45bb32,5fff26c40a720f05f3000014,2021-01-13 16:58:44.000000000,2021-01-13 16:58:44.000000000,2021-01-13 16:58:45.000000000,2021-01-13 16:58:49.000000000,2021-01-13 16:58:45.000000000,2021-01-13 00:00:00.000000000
261,5.0,All-receipts receipt bonus,5.0,2.0,FINISHED,1.0,5fff2698b3348b03eb45bb10,5fff26d70a7214ad4c00000f,2021-01-13 16:59:03.000000000,2021-01-13 16:59:03.000000000,2021-01-13 16:59:09.000000000,2021-01-13 16:59:09.000000000,2021-01-13 16:59:03.000000000,2021-01-12 16:59:03.000000000
